customer_id,churn_probability,risk_level,retention_priority,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,actual_churn
2335-GSODA,0.0129435239359736,LOW,MONITOR,23,40.1,857.75,Two year,DSL,Mailed check,Yes,Yes,No,No
5696-CEIQJ,0.046240858733654,LOW,MONITOR,67,103.15,6895.5,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,No
6169-PPETC,0.0061162123456597,LOW,MONITOR,35,20.5,759.35,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
4237-RLAQD,0.5831454396247864,MEDIUM,ENGAGE,1,45.85,45.85,Month-to-month,DSL,Mailed check,No,No,Yes,Yes
7359-WWYJV,0.0140174133703112,LOW,MONITOR,72,114.45,8375.05,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,No
8620-RJPZN,0.3232258856296539,MEDIUM,ENGAGE,1,20.7,20.7,Month-to-month,No,Electronic check,No internet service,No internet service,No,No
7426-WEIJX,0.151561364531517,LOW,MONITOR,60,80.95,4859.1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
7629-WIXZF,0.1508035808801651,LOW,MONITOR,7,59.1,369.25,One year,DSL,Electronic check,No,Yes,Yes,No
2616-FLVQC,0.0190593190491199,LOW,MONITOR,64,19.55,1240.15,Two year,No,Mailed check,No internet service,No internet service,No,No
9163-GHAYE,0.1927736699581146,LOW,MONITOR,15,48.85,736.8,Month-to-month,DSL,Electronic check,No,No,No,No
4464-JCOLN,0.0272847712039947,LOW,MONITOR,2,19.85,35.9,One year,No,Mailed check,No internet service,No internet service,No,Yes
2971-SGAFL,0.3326058685779571,MEDIUM,ENGAGE,13,78.75,995.35,Month-to-month,DSL,Electronic check,No,Yes,Yes,No
4735-ASGMA,0.7221845388412476,HIGH,URGENT,26,98.35,2515.3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5245-VDBUR,0.0301053710281848,LOW,MONITOR,52,35.45,1958.95,One year,DSL,Mailed check,No,Yes,No,No
1493-AMTIE,0.3225859105587005,MEDIUM,ENGAGE,1,20.2,20.2,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,Yes,Yes
1112-CUNAO,0.5739994645118713,MEDIUM,ENGAGE,15,89.85,1424.95,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
7571-YXDAD,0.565121054649353,MEDIUM,ENGAGE,2,74.9,147.15,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,Yes
8714-EUHJO,0.4036974906921386,MEDIUM,ENGAGE,31,91.15,2995.45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9040-KZVWO,0.0541134141385555,LOW,MONITOR,26,75.5,2018.1,One year,Fiber optic,Bank transfer (automatic),No,No,No,No
6713-OKOMC,0.166929230093956,LOW,MONITOR,10,29.75,301.9,Month-to-month,DSL,Mailed check,No,Yes,No,No
8749-CLJXC,0.3640280961990356,MEDIUM,ENGAGE,1,20.05,20.05,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
4713-LZDRV,0.7309952974319458,HIGH,URGENT,2,79.6,195.05,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6598-RFFVI,0.0132678803056478,LOW,MONITOR,2,19.3,28.3,One year,No,Credit card (automatic),No internet service,No internet service,No,Yes
7470-MCQTK,0.4497111141681671,MEDIUM,ENGAGE,13,48.75,633.4,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,Yes
5524-KHNJP,0.1283966600894928,LOW,MONITOR,33,74.75,2453.3,One year,DSL,Credit card (automatic),No,Yes,No,No
1707-HABPF,0.0710489451885223,LOW,MONITOR,46,91.3,4126.35,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
4581-LNWUM,0.4524963796138763,MEDIUM,ENGAGE,13,49.15,649.4,Month-to-month,DSL,Electronic check,No,No,No,No
9710-ZUSHQ,0.2640660405158996,LOW,MONITOR,37,106.75,4056.75,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes
1697-LYYYX,0.0070272935554385,LOW,MONITOR,61,19.1,1143.8,One year,No,Credit card (automatic),No internet service,No internet service,No,No
4013-GUXND,0.4434797167778015,MEDIUM,ENGAGE,1,20.8,20.8,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
5022-JNQEQ,0.5564712882041931,MEDIUM,ENGAGE,9,75.85,647.5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
4983-CCWMC,0.5124602913856506,MEDIUM,ENGAGE,3,69.6,207.4,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
6345-FZOQH,0.0039275349117815,LOW,MONITOR,69,19.9,1363.45,Two year,No,Mailed check,No internet service,No internet service,No,No
0962-CQPWQ,0.0059270979836583,LOW,MONITOR,62,20.3,1296.15,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
5495-GPSRW,0.0072791231796145,LOW,MONITOR,20,19.7,419.4,Two year,No,Mailed check,No internet service,No internet service,Yes,No
2252-JHJGE,0.285249799489975,LOW,MONITOR,61,104.0,6363.45,One year,Fiber optic,Electronic check,No,Yes,No,No
7356-AYNJP,0.1346253305673599,LOW,MONITOR,4,23.9,97.5,One year,No,Electronic check,No internet service,No internet service,No,No
2019-HDCZY,0.1312808990478515,LOW,MONITOR,63,102.6,6296.75,Two year,Fiber optic,Electronic check,No,No,No,No
8582-KRHPJ,0.1759038865566253,LOW,MONITOR,50,35.0,1782.4,Month-to-month,DSL,Mailed check,No,Yes,Yes,No
2867-UIMSS,0.8186413645744324,HIGH,URGENT,1,80.5,80.5,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
3487-EARAT,0.142052337527275,LOW,MONITOR,70,74.1,5222.3,One year,DSL,Credit card (automatic),Yes,Yes,No,No
9926-PJHDQ,0.056659460067749,LOW,MONITOR,72,76.8,5468.45,Two year,DSL,Bank transfer (automatic),No,No,Yes,No
0289-IVARM,0.0798993334174156,LOW,MONITOR,35,60.55,1982.6,Month-to-month,DSL,Electronic check,No,Yes,No,No
4672-FOTSD,0.2140000760555267,LOW,MONITOR,12,67.25,832.3,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No
6198-PNNSZ,0.2414563298225402,LOW,MONITOR,56,109.8,6109.65,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,No
7603-USHJS,0.5212302803993225,MEDIUM,ENGAGE,12,73.75,871.4,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
6784-XYJAE,0.0682831481099128,LOW,MONITOR,36,55.8,1941.5,One year,DSL,Electronic check,No,No,No,No
3858-XHYJO,0.2791030406951904,LOW,MONITOR,40,105.75,4228.55,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,No
1087-UDSIH,0.1859191507101059,LOW,MONITOR,3,19.6,59.75,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,Yes
7251-LJBQN,0.3412961661815643,MEDIUM,ENGAGE,40,103.75,4188.4,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
3200-MNQTF,0.02024064399302,LOW,MONITOR,67,70.9,4677.1,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
9359-UGBTK,0.1003622934222221,LOW,MONITOR,67,72.35,4991.5,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
8160-HOWOX,0.3792655766010284,MEDIUM,ENGAGE,7,66.85,458.1,Month-to-month,DSL,Electronic check,No,No,Yes,No
0258-NOKBL,0.4611228108406067,MEDIUM,ENGAGE,3,90.4,268.45,Month-to-month,Fiber optic,Electronic check,No,No,No,No
2800-QQUSO,0.7127715349197388,HIGH,URGENT,42,100.3,4222.95,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
2129-ALKBS,0.076360285282135,LOW,MONITOR,40,26.2,1077.5,Month-to-month,No,Electronic check,No internet service,No internet service,Yes,No
9972-VAFJJ,0.118093654513359,LOW,MONITOR,53,94.0,4871.45,One year,Fiber optic,Electronic check,Yes,No,Yes,No
4693-VWVBO,0.159424751996994,LOW,MONITOR,3,19.55,61.05,Month-to-month,No,Electronic check,No internet service,No internet service,No,No
6969-MVBAI,0.824020266532898,HIGH,URGENT,9,90.1,816.8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
4821-WQOYN,0.0013479199260473,LOW,MONITOR,72,20.1,1326.25,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
6769-DYBQN,0.3903897106647491,MEDIUM,ENGAGE,46,85.0,3969.4,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes
4018-PPNDW,0.0155178755521774,LOW,MONITOR,61,24.1,1551.6,Two year,No,Mailed check,No internet service,No internet service,Yes,No
6288-CHQJB,0.0079082529991865,LOW,MONITOR,54,69.95,3871.85,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
4905-JEFDW,0.3021399080753326,MEDIUM,ENGAGE,11,41.6,470.6,One year,DSL,Electronic check,No,No,Yes,Yes
0559-CKHUS,0.0091866813600063,LOW,MONITOR,29,19.55,521.8,Two year,No,Mailed check,No internet service,No internet service,Yes,No
2659-VXMWZ,0.1130833476781845,LOW,MONITOR,67,111.3,7482.1,One year,Fiber optic,Electronic check,No,Yes,Yes,Yes
6559-RAKOZ,0.3384272456169128,MEDIUM,ENGAGE,49,97.95,4917.9,One year,Fiber optic,Electronic check,Yes,No,Yes,No
8809-XKHMD,0.0045447354204952,LOW,MONITOR,72,100.55,7325.1,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No
6365-HITVU,0.0031750451307743,LOW,MONITOR,71,87.25,6328.7,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
0134-XWXCE,0.189292773604393,LOW,MONITOR,44,74.85,3268.05,One year,DSL,Bank transfer (automatic),Yes,No,No,No
9720-JJJOR,0.0664751306176185,LOW,MONITOR,41,60.3,2511.3,One year,DSL,Bank transfer (automatic),No,Yes,Yes,No
2782-LFZVW,0.2945570051670074,LOW,MONITOR,11,58.95,601.6,Month-to-month,DSL,Mailed check,No,No,Yes,No
6112-KTHFQ,0.053635898977518,LOW,MONITOR,13,19.3,279.3,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
9220-ZNKJI,0.0310183335095644,LOW,MONITOR,55,88.8,4805.3,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No
9820-RMCQV,0.1570712029933929,LOW,MONITOR,11,48.55,501.0,Month-to-month,DSL,Credit card (automatic),No,Yes,No,Yes
9013-AQORL,0.1569051444530487,LOW,MONITOR,48,45.55,2108.35,Month-to-month,DSL,Credit card (automatic),No,No,No,No
2040-OBMLJ,0.0883977487683296,LOW,MONITOR,31,81.7,2548.65,One year,Fiber optic,Credit card (automatic),Yes,No,No,No
5574-NXZIU,0.094820849597454,LOW,MONITOR,63,109.2,7049.75,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,No
5446-DKWYW,0.101274661719799,LOW,MONITOR,61,65.2,3965.05,One year,DSL,Electronic check,No,No,Yes,No
0480-KYJVA,0.0008530802442692,LOW,MONITOR,72,24.25,1784.5,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
1074-AMIOH,0.3657317757606506,MEDIUM,ENGAGE,53,108.25,5935.1,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
0015-UOCOJ,0.3117440640926361,MEDIUM,ENGAGE,7,48.2,340.35,Month-to-month,DSL,Electronic check,No,Yes,Yes,No
0256-LTHVJ,0.4368328750133514,MEDIUM,ENGAGE,28,81.05,2227.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4547-LYTDD,0.4831045567989349,MEDIUM,ENGAGE,16,72.65,1194.3,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
1077-HUUJM,0.6239022016525269,HIGH,URGENT,7,71.05,472.65,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2041-JIJCI,0.5483971238136292,MEDIUM,ENGAGE,5,64.0,370.25,Month-to-month,DSL,Electronic check,No,No,Yes,No
1555-HAPSU,0.0039731096476316,LOW,MONITOR,71,23.9,1663.5,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
4323-SADQS,0.2631914615631103,LOW,MONITOR,7,34.5,279.25,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes
3292-PBZEJ,0.7750110626220703,HIGH,URGENT,11,111.4,1183.05,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
6203-HBZPA,0.0110040595754981,LOW,MONITOR,52,63.9,3334.95,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
9755-JHNMN,0.0184220839291811,LOW,MONITOR,49,67.4,3306.85,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
7369-TRPFD,0.0047563193365931,LOW,MONITOR,19,18.8,279.2,One year,No,Mailed check,No internet service,No internet service,No,No
9878-TNQGW,0.6771000027656555,HIGH,URGENT,2,80.95,171.15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
2279-AXJJK,0.2361556142568588,LOW,MONITOR,52,95.65,5088.4,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No
5016-IBERQ,0.4396388530731201,MEDIUM,ENGAGE,23,84.25,1968.1,Month-to-month,Fiber optic,Electronic check,No,No,No,No
1016-DJTSV,0.5368213653564453,MEDIUM,ENGAGE,8,69.7,572.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
8433-WPJTV,0.1382872015237808,LOW,MONITOR,65,103.9,6767.1,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
8903-XEBGX,0.6300159692764282,HIGH,URGENT,2,55.3,108.65,Month-to-month,DSL,Electronic check,No,No,Yes,No
2632-TACXW,0.0124182337895035,LOW,MONITOR,62,23.65,1416.75,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
7952-OBOYL,0.7199952006340027,HIGH,URGENT,3,89.85,244.45,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No
1470-PSXNM,0.173048123717308,LOW,MONITOR,49,93.65,4520.15,One year,Fiber optic,Electronic check,No,No,Yes,No
6227-HWPWX,0.1869845539331436,LOW,MONITOR,15,69.0,994.8,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,Yes
5924-SNGKP,0.0142316203564405,LOW,MONITOR,41,20.25,865.0,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
8818-DOPVL,0.5501582026481628,MEDIUM,ENGAGE,46,104.45,4863.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
4521-WFJAI,0.018447196111083,LOW,MONITOR,56,25.95,1444.05,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
4724-WXVWF,0.2354577183723449,LOW,MONITOR,48,95.4,4445.3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No
3717-OEAUQ,0.4760361015796661,MEDIUM,ENGAGE,2,70.7,129.2,Month-to-month,Fiber optic,Mailed check,No,No,No,No
8165-ZJRNM,0.0024309544824063,LOW,MONITOR,72,23.75,1679.25,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
7838-LAZFO,0.0767582505941391,LOW,MONITOR,45,78.8,3597.5,One year,DSL,Bank transfer (automatic),No,Yes,No,No
0513-RBGPE,0.0225268751382827,LOW,MONITOR,37,62.8,2278.75,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No
7251-XFOIL,0.1111204400658607,LOW,MONITOR,61,89.2,5500.6,Month-to-month,Fiber optic,Mailed check,No,No,No,No
2525-GVKQU,0.0154449874535202,LOW,MONITOR,60,20.6,1093.0,Two year,No,Mailed check,No internet service,No internet service,No,No
7579-OOPEC,0.4713049530982971,MEDIUM,ENGAGE,2,50.15,115.1,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes
3795-GWTRD,0.0143008101731538,LOW,MONITOR,63,75.55,4707.85,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
4750-ZRXIU,0.8538305163383484,HIGH,URGENT,4,84.6,360.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5445-PZWGX,0.0940784513950347,LOW,MONITOR,62,102.0,6529.25,One year,Fiber optic,Electronic check,Yes,Yes,No,Yes
0516-UXRMT,0.0726977437734603,LOW,MONITOR,62,92.05,5755.8,One year,Fiber optic,Electronic check,No,Yes,Yes,No
0727-BNRLG,0.0590284913778305,LOW,MONITOR,69,97.65,6743.55,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
3932-CMDTD,0.389180839061737,MEDIUM,ENGAGE,4,105.65,443.9,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes
1264-FUHCX,0.1319715827703476,LOW,MONITOR,49,56.3,2780.6,One year,DSL,Credit card (automatic),Yes,No,Yes,No
6194-HBGQN,0.0421015322208404,LOW,MONITOR,51,81.15,4126.2,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No
4524-QCSSM,0.3701606392860412,MEDIUM,ENGAGE,26,44.65,1156.55,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,No
4570-QHXHL,0.3563688099384308,MEDIUM,ENGAGE,9,43.75,405.7,Month-to-month,DSL,Electronic check,No,No,Yes,No
2972-YDYUW,0.1307253241539001,LOW,MONITOR,57,94.7,5468.95,One year,Fiber optic,Electronic check,Yes,No,No,No
2061-VVFST,0.0845284312963485,LOW,MONITOR,37,19.5,805.2,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,No
6874-SGLHU,0.2711306810379028,LOW,MONITOR,30,97.0,3021.3,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
9844-FELAJ,0.1872235685586929,LOW,MONITOR,70,107.9,7475.85,One year,Fiber optic,Electronic check,Yes,No,Yes,No
1902-XBTFB,0.5060303807258606,MEDIUM,ENGAGE,22,89.4,2001.5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9039-RBEEE,0.1367104053497314,LOW,MONITOR,39,48.95,1880.85,Month-to-month,DSL,Credit card (automatic),Yes,Yes,Yes,Yes
9369-XFEHK,0.4173190295696258,MEDIUM,ENGAGE,33,80.6,2656.5,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
3680-CTHUH,0.1903900951147079,LOW,MONITOR,60,116.6,7049.5,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
3679-XASPY,0.3690277338027954,MEDIUM,ENGAGE,1,19.45,19.45,Month-to-month,No,Electronic check,No internet service,No internet service,No,No
9089-UOWJG,0.2409432232379913,LOW,MONITOR,12,58.35,740.55,Month-to-month,DSL,Credit card (automatic),No,No,Yes,No
1574-DYCWE,0.0124816270545125,LOW,MONITOR,51,19.95,1028.75,Two year,No,Mailed check,No internet service,No internet service,No,No
9779-DPNEJ,0.4744210541248321,MEDIUM,ENGAGE,22,80.15,1790.65,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2967-MXRAV,0.0166242439299821,LOW,MONITOR,1,18.8,18.8,One year,No,Mailed check,No internet service,No internet service,No,No
0327-WFZSY,0.2291468530893325,LOW,MONITOR,39,100.0,3835.55,One year,Fiber optic,Electronic check,No,No,No,No
1731-TVIUK,0.8024675250053406,HIGH,URGENT,4,93.5,362.2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes
7666-WKRON,0.0902890264987945,LOW,MONITOR,39,80.45,3201.55,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes
3865-ZYKAD,0.233717679977417,LOW,MONITOR,69,84.9,5785.65,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
1465-LNTLJ,0.1996653825044632,LOW,MONITOR,8,64.4,581.7,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,No
2696-RZVZW,0.0059323171153664,LOW,MONITOR,68,25.05,1629.2,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
0685-MLYYM,0.5693531036376953,MEDIUM,ENGAGE,2,70.75,154.85,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
2778-OCLGR,0.3277626633644104,MEDIUM,ENGAGE,24,39.1,971.3,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,Yes
3982-XWFZQ,0.2573014795780182,LOW,MONITOR,42,50.25,2203.65,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
4759-PXTAN,0.0889718011021614,LOW,MONITOR,59,80.1,4693.2,One year,DSL,Electronic check,Yes,No,Yes,No
1448-PWKYE,0.8418759107589722,HIGH,URGENT,1,80.0,80.0,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
8741-LQOBK,0.1388548165559768,LOW,MONITOR,46,35.05,1620.25,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No
8650-RHRKE,0.6230511665344238,HIGH,URGENT,4,29.65,118.5,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
7266-GSSJX,0.0745675712823867,LOW,MONITOR,11,20.45,250.8,Month-to-month,No,Electronic check,No internet service,No internet service,Yes,No
1265-HVPZB,0.0329011417925357,LOW,MONITOR,59,66.4,3958.2,One year,DSL,Credit card (automatic),No,Yes,No,No
9640-ZSLDC,0.1131705418229103,LOW,MONITOR,53,60.6,3297.0,One year,DSL,Credit card (automatic),No,No,No,No
0988-JRWWP,0.5518218874931335,MEDIUM,ENGAGE,3,54.2,140.4,Month-to-month,DSL,Electronic check,No,No,Yes,No
1926-QUZNN,0.0014583158772438,LOW,MONITOR,72,25.25,1841.2,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
9025-ZRPVR,0.0500741191208362,LOW,MONITOR,9,18.95,185.6,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,Yes
6527-PZFPV,0.0245007164776325,LOW,MONITOR,24,20.8,469.65,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
7460-ITWWP,0.2908144295215606,LOW,MONITOR,45,86.1,3861.45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
1530-ZTDOZ,0.1762210875749588,LOW,MONITOR,49,40.65,2070.75,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No
4785-FCIFB,0.0085863098502159,LOW,MONITOR,61,24.4,1417.9,Two year,No,Mailed check,No internet service,No internet service,No,No
9717-QEBGU,0.598412036895752,MEDIUM,ENGAGE,2,70.3,144.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
0876-WDUUZ,0.7016802430152893,HIGH,URGENT,5,85.4,425.9,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes
7881-EVUAD,0.5577644109725952,MEDIUM,ENGAGE,2,42.6,72.4,Month-to-month,DSL,Electronic check,No,Yes,Yes,Yes
4002-BQWPQ,0.1418822407722473,LOW,MONITOR,25,81.75,2028.8,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No
6377-WHAOX,0.5259583592414856,MEDIUM,ENGAGE,60,106.15,6411.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
5027-YOCXN,0.1505604684352874,LOW,MONITOR,51,110.05,5686.4,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,No
8450-JOVAH,0.3111979961395263,MEDIUM,ENGAGE,2,56.7,113.55,Month-to-month,DSL,Mailed check,No,Yes,No,Yes
6646-QVXLR,0.288534551858902,LOW,MONITOR,62,103.75,6383.35,One year,Fiber optic,Electronic check,No,No,Yes,Yes
0254-KCJGT,0.0822485089302063,LOW,MONITOR,52,81.4,4354.45,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No
3442-ZHHCC,0.1354402601718902,LOW,MONITOR,68,76.9,5023.0,One year,DSL,Credit card (automatic),No,Yes,Yes,No
9167-APMXZ,0.4387823641300201,MEDIUM,ENGAGE,22,84.15,1821.95,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
0616-ATFGB,0.7673169374465942,HIGH,URGENT,1,25.05,25.05,Month-to-month,DSL,Electronic check,No,No,No,Yes
7273-TEFQD,0.7669734358787537,HIGH,URGENT,3,41.15,132.2,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
8245-UMPYT,0.7250930070877075,HIGH,URGENT,16,96.4,1581.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6022-UGGSO,0.4984864592552185,MEDIUM,ENGAGE,32,74.4,2276.95,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6292-TOSSS,0.024798372760415,LOW,MONITOR,50,24.9,1195.25,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
5207-PLSTK,0.4808613955974579,MEDIUM,ENGAGE,1,48.75,48.75,Month-to-month,DSL,Mailed check,No,Yes,Yes,No
3908-BLSYF,0.6560922861099243,HIGH,URGENT,6,83.9,497.55,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
4317-VTEOA,0.6302659511566162,HIGH,URGENT,1,50.75,50.75,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
0625-AFOHS,0.0046925605274736,LOW,MONITOR,29,20.2,558.8,Two year,No,Mailed check,No internet service,No internet service,No,No
4667-OHGKG,0.4175122678279876,MEDIUM,ENGAGE,1,19.3,19.3,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,Yes
2386-OWURY,0.202664166688919,LOW,MONITOR,58,95.3,5817.7,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
3780-DDGSE,0.1542630642652511,LOW,MONITOR,35,76.05,2747.2,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
1047-RNXZV,0.0084978612139821,LOW,MONITOR,43,19.55,876.15,Two year,No,Mailed check,No internet service,No internet service,No,No
3926-YZVVX,0.0419391654431819,LOW,MONITOR,41,50.05,2029.05,One year,DSL,Bank transfer (automatic),Yes,No,No,No
4742-TXUEX,0.0072354525327682,LOW,MONITOR,47,19.3,890.5,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
8709-KRDVL,0.5035547614097595,MEDIUM,ENGAGE,33,100.0,3320.6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
0397-ZXWQF,0.0042692050337791,LOW,MONITOR,67,20.5,1430.95,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
3910-MRQOY,0.0037909585516899,LOW,MONITOR,72,19.4,1496.45,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
2511-MORQY,0.068388432264328,LOW,MONITOR,50,54.9,2614.1,One year,DSL,Bank transfer (automatic),No,No,No,No
4039-PIMHX,0.1325490027666092,LOW,MONITOR,49,49.8,2398.4,Two year,DSL,Mailed check,No,No,No,No
8083-YTZES,0.7465620040893555,HIGH,URGENT,4,74.35,265.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
1346-PJWTK,0.0732522159814834,LOW,MONITOR,61,94.15,5731.85,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No
3750-YHRYO,0.0181436706334352,LOW,MONITOR,7,20.65,150.0,One year,No,Mailed check,No internet service,No internet service,No,No
1236-WFCDV,0.4209160506725311,MEDIUM,ENGAGE,14,90.45,1266.1,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,Yes
5949-HGVJL,0.1255550533533096,LOW,MONITOR,26,73.05,1959.5,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
9112-WSNPU,0.5482454299926758,MEDIUM,ENGAGE,35,70.55,2419.0,Month-to-month,Fiber optic,Electronic check,No,No,No,No
1360-JYXKQ,0.2453590482473373,LOW,MONITOR,54,99.1,5437.1,One year,Fiber optic,Electronic check,Yes,No,Yes,No
3585-ISXZP,0.7040929198265076,HIGH,URGENT,8,95.65,778.1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,Yes
8380-PEFPE,0.8071134686470032,HIGH,URGENT,1,71.65,71.65,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9402-ROUMJ,0.1263141334056854,LOW,MONITOR,67,100.25,6689.0,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No
